text,label
"Rain drummed on the tin roof
like a forgotten alphabet.
We sat close, trading secrets
in a language made of thunder.
Now every storm feels like a message
sent to the wrong address.
I still listen —
just in case it spells your name.",Nostalgia
"How Love came in, I do not know,
Whether by th’ eye, or eare, or no:
Or whether with the soule it came
(At first) infused with the same:
Whether in part ‘tis here or there,
Or, like the soule, whole every where:
This troubles me: but as I well
As any other, this can tell;
That when from hence she does depart,
The out-let then is from the heart.",Romantic
"I call my grandma Nanny
She told me to call her that so she didn't feel old
But to me she never looked old
She looked about in her late fifties or early sixties to my young eyes
We laughed, we danced and read stories
And at bedtime she sang sweet lullaby's
I played dress up with her old clothes and jewelry sets
Her necklaces always dangled down my chest, because it didn't fit just yet
""I'll give this to you when you are grown,"" she always said
I'm now seventeen
And when I see Nanny it feels blue
I always remember the harsh words she threw
Calling me ""useless,"" and saying that it's because of the phone
Though I was twelve and it made me feel less alone
I remember the times she commented on the food I ate
I can't eat food now without thinking about my weight
It's not her fault she made me feel this way
She was old, sick and could only see grey
But it now consumes me and it won't go away
It lives in my chest
Like the necklace that didn't fit just yet",Nostalgia
"I don't want to be chessy 
But I really do cherish you 
You make the toughs look easy
Like they naturally come to you
You are something I want to brag about
But I am afraid I will jinx it 
You are my four leaf clover 
Special and exquisite 
I know I am tiring 
And I blabber so much 
But you still listen 
To each and every word 
With that warmth and love 
That you behold within 

I am walking on a thin line 
But I am not scared 
Not the least bit 
Cause I know you will never let me fall 
Cause I know you will drag me 
Through it 
You are the bridge to my light 
The brave not the flight 
The sweet in the pool of bitter
The sparkles that make me glitter 
The fireworks to my dark 
My ground when I fall apart
For me you are so so dear 
And for you ...
I am always HERE..",Hope&Joy
"You still grin from the photograph
like time forgot to warn you.
I keep it pinned to my wall
beside a list of things I outlived:
a friendship, a season,
a version of myself
that still believed in forever.
The paper curls,
but your smile stays steady,
defiant against entropy.",Nostalgia
"That song again —
the one that broke the silence
before I learned how silence heals.
I hum the chorus wrong on purpose,
afraid to summon
who I was back then.
Even ghosts deserve rest.",Nostalgia
"The person that I was at seventeen,
Is now a stranger, a forgotten scene.
I hold his photograph and try to find
A single common thought left in my mind.
We shed our skins, we molt, we are reborn,
A different person every single morn.
So who am I? A collection of the past?
A fleeting consciousness that cannot last?",Philosophical & Reflective
"I never thought growing up would be excruciatingly heartbreaking 
I never thought I would have to move on 
From the days when all of us had adventure parties 
I never thought there would be a time where I have to live without my daily dose of goofiness
I never thought we will have to wait years to catch a glimpse of their lives
I never thought that the stories grandma used to paint my mind with ; would be white lies
I never thought I would want to get away from the one thing i hold so close
I never thought there would be tiny thrones 
Dressing the beautiful rose
I never thought I would have to stop being shamelessly foolish 
Nowadays they call such pals selfish 

I never ever thought I would strive to be a child again 
To dream abt dragons and piloting fighter planes
To have imaginary forest adventures with my fellas
To float water boats ; 
abandoning the umbrellas 
To cry away without shame 
Being pampered and crack jokes
now i think are so lame 
To laugh out loud without thinking twice 
To have cooking shows with my sister 
Oh, the kitchen's demise!!!

The truth remains black and white
No one can race against Time 
We grow up be it together or apart 
The days still stay alive in the corner 
Of our breaking hearts",Nostalgia
"To learn while still a child
What this life is meant to be.
To know it goes beyond myself,
It’s so much more than me.
To overcome the tragedies,
To survive the hardest times.
To face those moments filled with pain,
And still, manage to be kind.
To fight for those who can’t themselves,
To always share my light.
With those who wander in the dark,
To love with all my might.
To still stand up with courage,
Though standing on my own.
To still get up and face each day,
Even when I feel alone.
To try to understand the ones
That no one cares to know.
And make them feel some value
When the world has let them go.
To be an anchor, strong and true,
That person loyal to the end.
To be a constant source of hope
To my family and my friends.
To live a life of decency,
To share my heart and soul.
To always say I’m sorry
When I’ve harmed both friend and foe.
To be proud of whom I’ve tried to be,
And this life I chose to live.
To make the most of every day
By giving all I have to give.
To me, that’s what this life should be,
To me, that’s what it’s for.
To take what God has given me
And make it so much more
To live a life that matters,
To be someone of great worth.
To love and be loved in return
And make my mark on Earth.",Hope&Joy
"Hold fast to dreams
For if dreams die
Life is a broken-winged bird
That cannot fly.
Hold fast to dreams
For when dreams go
Life is a barren field
Frozen with snow.",Philosophical & Reflective
"Like my nightmare 
Of you sitting on the cold metal
In the cold weather 
With eyes so cold 
Making me shiver 
That's when it hits 
The words fall out of your unwavering lips
Telling me you fell out of Love 
Oh ; 
The way my heart shattered 
It was so quite 
So sudden 
I didn't even get to acknowledge it 
You left me there with a kiss on my cheek
While I was drowning 
You didn't help me breath ;

You left me there 
With a kiss on my Cheek

I wish I could hate it 
The kiss ; I mean
But my whole body burns 
My soul warms up
It clutches to my hopeless heart 
Forces it to love you back
All the way 
With hurt and disdain 
But It's still Love disguised as pain 
How would I even tell you?
Where do I begin?
I am the sinner baby 
And you are my sin 

Nevertheless,
I am now the bystander in the tale
Where You go; 
But, 
With a kiss on her lips 
And I am like a garden 
With dead tulips",Misery
"Dawn breaks with golden fingers,
Touching rooftops, trees, and stone.
In every ray, a promise lingers—
Today, you're not alone.",Hope&Joy
"I see something in the mirror
It's outlines match with me 
The same ink black eyes
As dead as they would be 

I see pointed fingers 
Rubbing the outlines just enough to smudge
I feel foreign sometimes
Like m standing on my own demise

I see the tied hands
By invisible responsibilities 
I feel wronged then
Will I ever be close to suffice?

I see the wounded feet
Cuts peeking through
I feel grounded suddenly
Something strong pulling me
Then I feel it ; It's the gravity 
Gravity of being human
Gravity of the earth , the moon , the sun
Gravity of that cracked smile
Gravity of survival 
Gravity of me 
It's always the GRAVITY",Philosophical & Reflective
"You come back to a cup of tea, gone cold,
A story that is getting very old.
The moment's passed, the warmth has slipped away,
A tiny failure in a busy day.
You drink it anyway, a bitter taste,
A small reminder of your hurried waste
Of precious time. A lesson in a cup,
Of all the things you have to finish up.",Everyday Life
"Though waves may crash upon the shore,
The tide will always turn.
From depths below, there's always more—
New lessons still to learn.",Hope&Joy
"When you are old and grey and full of sleep,
And nodding by the fire, take down this book,
And slowly read, and dream of the soft look
Your eyes had once, and of their shadows deep;

How many loved your moments of glad grace,
And loved your beauty with love false or true,
But one man loved the pilgrim soul in you,
And loved the sorrows of your changing face;

And bending down beside the glowing bars,
Murmur, a little sadly, how Love fled
And paced upon the mountains overhead
And hid his face amid a crowd of stars.",Romantic
"The final, satisfying, gentle click
Of a container lid, a simple trick
That seals the freshness in, and keeps it there,
A tiny victory against the air.
A small defense against the world's decay,
To keep things good for just another day.
It is a promise, made of plastic, cheap,
Of secrets that a simple box can keep.",Everyday Life
"The public library, a silent creed,
For every lonely thought and hungry need.
The scent of paper, aging, dry, and deep,
The secrets that the leather bindings keep.
A shared and sacred, quiet, common ground,
Where not a single solitary sound
Is wasted. Just the turning of a page,
An actor stepping on a silent stage.
A cough is muffled, and a footstep's soft,
From hallowed basements to the dusty loft.
We sit together, strangers in a room,
Escaping from our own impending doom",Everyday Life
"The toast pops up, a sudden, welcome sound,
From where it was, below the heated ground.
A small machine's triumphant, final cry,
Beneath a quiet and domestic sky.
It's done its job, it's browned the bread just so,
A simple magic that we've come to know.
The smell of something, slightly burnt, and warm,
A shield against the morning’s coming storm.",Everyday Life
"The coffee mug has a small, familiar chip,
Right on the edge, exactly where I sip.
My thumb finds it, a small and jagged friend,
A story that I don't need to defend.
It isn't perfect, it is slightly cracked,
A well-loved thing, a simple, honest fact.
It holds the warmth a little longer now,
Or so I like to think, and anyhow,
It’s mine.",Everyday Life
"I am a house, but all the rooms are bare,
The furniture is gone, I know not where.
The walls are stained with where the pictures hung,
A silent testament to songs once sung.
And people knock upon the front door frame,
And call my name, my old and happy name.
They cannot know that no one's living here,
Consumed by silence, year by lonely year.
They see the structure, solid and so tall,
And do not see the ruin of it all.
I am a hollow thing, a pretty shell,
A vacant, quiet, and personal hell.",Misery
"My skin remembers where your fingers traced
The constellations on my sleeping waist.
It holds the memory, a silent art,
A map of you imprinted on my heart.
A touch so fleeting, yet it leaves a sign,
A silent vow that tells me you are mine.",Romantic
"We are just vessels, holding for a while
A certain laugh, a secret, or a smile.
We think these feelings are our own to keep,
While in the quiet of our borrowed sleep.
But they are older, they have been here long,
A timeless and recurring, human song.
We are the cup, the feeling is the wine,
And both are temporary, by design.",Philosophical & Reflective
"I wish I could show you 
How I float around everyday 
Just to fall so hard it breaks my bones 

I wish I could show you 
How I smile so wide 
My eyes try to swallow the tears I hide 

I wish I could show you 
When I walk past you my head held high 
M literally dying inside 

I wish I could 
If I could ; I really really would 
That doesn't mean I should 

My life gets Tangled in the should's
But all I want to do is 
Give in to all the could's 

But I promise 
I will let go of this 
I really would",Misery
"when i think of us i think of the lakewater
near longtown, what might not technically
constitute a lake but i prefer that word for
the open mouth of its vowel, how it called
us to its throat & held us there, in the sun,
the high points of our faces slick with light
& its arc around our shoulders, the soft
gathering of flesh around our knees,
the lone chair we found near the shore
where we took turns posing, jutting out
an eloquent hip, cackling in the bright language
of flowers for whom i downloaded an app
& learned their names: beautyberry, yarrow,
cornus florida, black-eyed susan, & you,
& you, my bright hibiscus, my every color",Romantic
"A glimpse through an interstice caught,
Of a crowd of workmen and drivers in a bar-room around the stove late of a winter night, and I unremark’d seated in a corner,
Of a youth who loves me and whom I love, silently approaching and seating himself near, that he may hold me by the hand,
A long while amid the noises of coming and going, of drinking and oath and smutty jest,
There we two, content, happy in being together, speaking little, perhaps not a word.",Romantic
"Fluorescent lights hum over aisles so wide,
With careful lists and shopping carts to guide.
A choice of apples, red or green or gold,
A story in each item to be sold.
We are the sum of what we choose to buy,
Beneath a long and ordinary sky.",Everyday Life
"O my Luve is like a red, red rose
 That’s newly sprung in June;
O my Luve is like the melody
 That’s sweetly played in tune.

So fair art thou, my bonnie lass,
 So deep in luve am I;
And I will luve thee still, my dear,
 Till a’ the seas gang dry.

Till a’ the seas gang dry, my dear,
 And the rocks melt wi’ the sun;
I will love thee still, my dear,
 While the sands o’ life shall run.

And fare thee weel, my only luve!
 And fare thee weel awhile!
And I will come again, my luve,
 Though it were ten thousand mile.",Romantic
"The swing moves though no one’s there.
The wind remembers her hum.
The teacups wait for stories
that never found an ending.
I sit and listen to the wood creak —
some love lingers
in the sound of settling.",Nostalgia
"The front door key, a jangle in the lock,
A weary clicking, like a tired clock.
The satisfying thud as it swings shut,
A line between the open world and but,
This private space, this shelter from the storm,
Familiar, safe, predictable, and warm.",Everyday Life
"The thin cool fingers of the wind
Caress your tall loveliness;
The wind kisses
Each shining strand of spun brightness
About your head
Then sends a shimmering waterfall
About the face of you;
I think the summer sun
Would be jealous of your hair,
O Golden Goddess,
Did he not know you.

As for me
I have known you through long yearning years;
Ages ago I built a home for you
Within my mind
A home where I have lived with you
So that when you came down to me
Tired of Olympus,
O Golden Goddess,
I already knew how you would be.

And yet I did not know—
For not even the clearest dream
Can equal the dazzling reality of you.
There is no way to think
The wedding of your lips with mine;
Imagination makes no magic
To match the roaring wonder
Of you close to me;
And now that you have come
My dream caught and clothed in flesh
I shall not let you go.

I shall make you part of me,
My darling,
Fundamental as heart
Primary as mind
And to you I shall become
As the blood in your veins
So that neither you nor I
Could survive
The mutilation of leaving.

Could we today
See the first atom created
Looking on as it grew into a universe
Suns burn and blossom, hurling off whole worlds
Spinning stars and planets grow tired, cold and die
Matter disintegrates
All that is become again one hapless atom
Then vanish
There still would not be time enough
To satisfy my love for you …",Romantic
"My husband has a crush on Myrna Loy,
and likes to rent her movies, for a treat.
It makes some evenings harder to enjoy.

The list of actresses who might employ
him as their slave is too long to repeat.
(My husband has a crush on Myrna Loy,

Carole Lombard, Paulette Goddard, coy
Jean Arthur with that voice as dry as wheat ...)
It makes some evenings harder to enjoy.

Does he confess all this just to annoy
a loyal spouse? I know I can’t compete.
My husband has a crush on Myrna Loy.

And can’t a woman have her dreamboats? Boy,
I wouldn’t say my life is incomplete,
but some evening I could certainly enjoy

two hours with Cary Grant as my own toy.
I guess, though, we were destined not to meet.
My husband has a crush on Myrna Loy,
which makes some evenings harder to enjoy.",Everyday Life
"She stands before them, thirty strong,
Each child a universe complete,
Some eager, some who don't belong,
Some tired, some who can't find their seat.
She knows their stories, knows their homes,
Who has enough and who has not,
Who through the neighborhood just roams,
Who's dealing with a painful lot.
But every day she still believes
That something here can make a change,
That education still achieves
What seems impossible and strange.
She stays up late to plan her lessons,
Finding ways to make them care,
About equations and geography sessions,
About metaphors and why they're there.
She celebrates each small success,
When Johnny reads without a fight,
When Maria, despite the stress,
Finally gets the answers right.
She writes encouraging notes home,
She calls the parents, good news first,
She builds the world where they can roam,
Where curiosity is nursed.
Some years are hard, some make her doubt,
The system fails, resources thin,
She wonders what it's all about,
If she can really help them win.
But then a letter comes by mail,
From someone who left years ago,
Who says: ""Because of you, I didn't fail,
You helped me learn, you helped me grow.""
And that's the fuel that keeps her going,
That reminds her why she's here,
That even without fully knowing,
She plants seeds year after year.
Hope is the teacher who still tries,
Who sees potential in each face,
Who helps the fallen children rise,
And fills her classroom up with grace.
Joy is the moment breakthrough comes,
When learning clicks and eyes light bright,
When futures open up for some,
Who never thought they had that right.",Hope&Joy
"“Hope” is the thing with feathers -
That perches in the soul -
And sings the tune without the words -
And never stops - at all -

And sweetest - in the Gale - is heard -
And sore must be the storm -
That could abash the little Bird
That kept so many warm -

I’ve heard it in the chillest land -
And on the strangest Sea -
Yet - never - in Extremity,
It asked a crumb - of me.",Hope&Joy
"The problem is not that I fell so hard,
But that you never even left a card.
You didn't say goodbye, you didn't fight,
You simply vanished in the fading light.
A clean escape, a perfect, silent crime,
That left me serving out a life of time.
A loud goodbye would hurt, but it would end,
This silence is a wound that will not mend.",Misery
"Are you a fool?
This is something 
You should get used to ..
They will walk away 
Weren't here forever to stay 
At the expense of the promises
That they break 
No matter if its your heart that is at stake ..
They 
Will 
Fade 
Away 
Ofcourse you would try 
Give it your all 
Your heart , your soul 
That is never enough 
They still have the hunger for more..
But the generous you 
Wouldn't stop at that that 
Would you?
You will break a piece of you 
And hand it over 
Trusting them 
Only to feel this empty and hollow
They use it and just throw
You fiddle to the ground 
With the blow 
Hard , and cruel ...
Unable to move even an inch 
Denying everything 
Every bit of this !!
Then comes the anger 
And the rushing realization 
The urge to scream 
But its too late ...
They already left !!",Misery
"I will wait
I said 
And so I did ..
Outside your house ,
In the lonely afternoons ;
Fighting mini battles ,
With myself on ...
My heart's whereabouts..

I will wait 
I said 
And so I did ..
Often passing time 
Imagining us 
Spending evenings Together..
Bickering..
And then making up ;
Sharing secrets ,
And promises ..
Laughing till our eyes ,
Are filled with tears ..

I know ..
I am in trouble..
The way I feel 
When I look at you ;
The hair thing that you do,
Your smile ;
Oh god 
That too ..
But 
I 
Still 
And always 
Will 
Choose 
Trouble; 
It's messed up 
But who cares!!

I said 
I will wait 
And 
So I did....
Ofcourse no hate 
I guess 
It's the way it is 
It's ""fate"" 
Maybe we were never meant to be 
The forever you promised ..
And 
I know it's not 
Worth the wait ..",Romantic
"I tumble everytime I glance in your
direction
Wild , wild thoughts provoking bad decisions
It's like the infamous story of moth and the flames
You are everything I shouldn't want 
But m still too tempted to play risky games
You are the combination of hot red on pitch black
Too beautiful to resist yet dangerous to have 

People often define me as placid
Mistakingly so
But everytime you give me those eyes
I am wrapped around a red hallow
You are the addiction; 
I never ever want to be free off
You are the chaos to my calm
Just like the silence before a storm
I should refrain from indulging in such thoughts
But the instance your name is mentioned,
It explodes like fireworks ; My resolve

You are the fire and i want to mold with the flames
Painting us in the shades of angry red and hot orange
I will have it sooner or later
Nothing to worry darling ..
It's what you have secretly catered

I promise to keep you in the confines of my soul
Break my resolve and bend to have you close
It's almost ridiculous if you ask me
But you are mine for keeps.",Romantic
"The sound of someone mowing their own lawn,
At the ungodly hour of the dawn.
A steady roar, a petrol-driven beast,
Whose hunger for the grass has never ceased.
It is the soundtrack of the weekend days,
A suburban and familiar haze
Of noise and duty. One more patch of green
Is forced to be acceptably clean.",Everyday Life
"I am choking 
Behind these long long walls 
Small small rooms
Closed windows 
My efforts 
Leave me With nothing 
But scars 

I cry cry and cry 
I scream 
Scream 
And scream 
But 
No one listens 
No one comes to my rescue 
They all just turn their backs form me
Saying "" I will call you later "" 

It's hard to breathe 
It's hard to swallow 
It's hard 
It's just so hard 
Why can't I just get used to this 
This fucking state of being so 
ALONE !!!

It's scares me 
At such extent 
That my bones go weak 
I forget how to walk 
All I want is someone 
Someone with whom 
I can just talk 
Can't you please be there ? 
For once ? 
I beg you 
Please Just listen !",Misery
"The tide rises, the tide falls,

The twilight darkens, the curlew calls;

Along the sea-sands damp and brown

The traveler hastens toward the town,

And the tide rises, the tide falls.

Darkness settles on roofs and walls,

But the sea, the sea in the darkness calls;

The little waves, with their soft, white hands,

Efface the footprints in the sands,

And the tide rises, the tide falls.

The morning breaks; the steeds in their stalls

Stamp and neigh, as the hostler calls;

The day returns, but nevermore

Returns the traveler to the shore,

And the tide rises, the tide falls.",Hope&Joy
"The bus smells the same —
diesel, sweat, a hint of longing.
I sit in the seat I used to hate,
watching the same tired trees go by.
Somewhere between two stops
I see my reflection —
older, quieter, still waiting
for someone who never boarded.",Nostalgia
"Yet another end 
Yet another brutality melting into warmth
Yet another hopelessly tortured 
Disguising themselves into Kings of fates
Yet another punctured shells
Trying so hard to rear diamonds

Why the negatives , you say?
Aren't we all made to live that way..
Hope is a salt burning a fresh cut 
Love defines the boundaries of delusions
Happiness is sand slipping through the fist
Time is a manipulative little bitch 
Truth is a rose in the forest of thrones 

But
As the ends meet me at the horizon
I feel new
Filled with hope , love and happiness 
Where time is a friend
And truth truly mends
That's what we believe in 
That's what we call beginnings",Philosophical & Reflective
"Most of times 
You are out of my mind
Atleast I like to think you are 
You know;
I can sing my heart out LOUD
I even can dance 
(Oh baby , you are not ready for those moves)
And be all happy shouts..
I just push away the pain
Delay it from Settling in..
Cause m not the type to dwell ..
I feel hard when I FEEL 
I laugh OUT LOUD when I do 
I smile ear to ear till my cheeks hurt
And I cry my soul out ..
Weep it dry till m empty 
Those times don't happen alot 
But oh boy 
They hit me hard everytime they crash in
And m on the floor bleeding ..
I have bandages you know...
But this time 
They won't suffice 
It's a BIG SHOW!",Misery
"I found your letters in a shoebox
behind the winter coats.
Ink faded, folded dreams asleep.
I almost read them,
but my heart knew each line already.
You wrote in cursive —
a language I forgot to keep.
Now I hold the paper like a ghost,
afraid it might remember me.",Nostalgia
"Why is it always like this 
That I try so hard , 
I fight 
But 
You :
You just turn away and hide ..
 I try so hard to be fair ,
To be kind 
But you:
Has this thought ever 
Even Crossed your mind??
 I try try and try ...
But you: 
Don't even bother to wipe the tears 
When I cry ..
I feel so abandoned 
I feel so ignored 
But you say: 
Come on now 
It's just in your head 
And m bored!
I fucking scream 
I want you to value me 
But you :
Just crumple me 
And throw it away 
Like that's how its always been 
Okay now, darling ;
Fuck this 
I quit 
Trying ...",Misery
"The hammer still fits my palm.
It remembers better days.
Nails sleep in jars of rust and dust,
and silence nails the air shut.
Sometimes I work for no reason,
just to feel his grip
guiding mine from memory.",Nostalgia
"The kettle screams, a whistle sharp and high,
A signal to the quiet kitchen sky.
The teabag dropped, it slowly starts to steep,
A cloud of amber, rising from the deep.
The water darkens, takes a richer shade,
A small and private ceremony made.
The steam ascends in wisps of fragrant air,
A simple antidote to all despair.
My hands wrap ‘round the warmth, a welcome friend,
A quiet moment on which I depend,
Before the world demands I start again,
To hide my thoughts from all the other men.",Everyday Life
"Act! Take Action! Be Active!

Tell me not, in mournful numbers,

Life is but an empty dream!

For the soul is dead that slumbers,

And things are not what they seem.

Life is real! Life is earnest!

And the grave is not its goal;

Dust thou art, to dust returnest,

Was not spoken of the soul.

Not enjoyment, and not sorrow,

Is our destined end or way;

But to act, that each to-morrow

Find us farther than to-day.

Art is long, and Time is fleeting,

And our hearts, though stout and brave,

Still, like muffled drums, are beating

Funeral marches to the grave.

In the world’s broad field of battle,

In the bivouac of Life,

Be not like dumb, driven cattle!

Be a hero in the strife!

Trust no Future, however pleasant!

Let the dead Past bury its dead!

Act, — act in the living Present!

Heart within, and God o’erhead!

Lives of great men all remind us

We can make our lives sublime,

And, departing, leave behind us

Footprints on the sands of time;

Footprints, that perhaps another,

Sailing o’er life’s solemn main,

A forlorn and shipwrecked brother,

Seeing shall take heart again.

Let us, then, be up and doing,

With a heart for any fate;

Still achieving, still pursuing,

Learn to labor and to wait.",Hope&Joy
"Around a table, faces glow,
Breaking bread and passing light.
Joy multiplies with all we know—
Connection makes things right.",Hope&Joy
"Hail to thee, blithe Spirit!
Bird thou never wert,
That from Heaven, or near it,
Pourest thy full heart
In profuse strains of unpremeditated art.

Higher still and higher
From the earth thou springest
Like a cloud of fire;
The blue deep thou wingest,
And singing still dost soar, and soaring ever singest.

In the golden lightning
Of the sunken sun,
O'er which clouds are bright'ning,
Thou dost float and run;
Like an unbodied joy whose race is just begun.

The pale purple even
Melts around thy flight;
Like a star of Heaven,
In the broad day-light
Thou art unseen, but yet I hear thy shrill delight,

Keen as are the arrows
Of that silver sphere,
Whose intense lamp narrows
In the white dawn clear
Until we hardly see, we feel that it is there.

All the earth and air
With thy voice is loud,
As, when night is bare,
From one lonely cloud
The moon rains out her beams, and Heaven is overflow'd.

What thou art we know not;
What is most like thee?
From rainbow clouds there flow not
Drops so bright to see
As from thy presence showers a rain of melody.

Like a Poet hidden
In the light of thought,
Singing hymns unbidden,
Till the world is wrought
To sympathy with hopes and fears it heeded not:

Like a high-born maiden
In a palace-tower,
Soothing her love-laden
Soul in secret hour
With music sweet as love, which overflows her bower:

Like a glow-worm golden
In a dell of dew,
Scattering unbeholden
Its aëreal hue
Among the flowers and grass, which screen it from the view:

Like a rose embower'd
In its own green leaves,
By warm winds deflower'd,
Till the scent it gives
Makes faint with too much sweet those heavy-winged thieves:

Sound of vernal showers
On the twinkling grass,
Rain-awaken'd flowers,
All that ever was
Joyous, and clear, and fresh, thy music doth surpass.

Teach us, Sprite or Bird,
What sweet thoughts are thine:
I have never heard
Praise of love or wine
That panted forth a flood of rapture so divine.

Chorus Hymeneal,
Or triumphal chant,
Match'd with thine would be all
But an empty vaunt,
A thing wherein we feel there is some hidden want.

What objects are the fountains
Of thy happy strain?
What fields, or waves, or mountains?
What shapes of sky or plain?
What love of thine own kind? what ignorance of pain?

With thy clear keen joyance
Languor cannot be:
Shadow of annoyance
Never came near thee:
Thou lovest: but ne'er knew love's sad satiety.

Waking or asleep,
Thou of death must deem
Things more true and deep
Than we mortals dream,
Or how could thy notes flow in such a crystal stream?

We look before and after,
And pine for what is not:
Our sincerest laughter
With some pain is fraught;
Our sweetest songs are those that tell of saddest thought.

Yet if we could scorn
Hate, and pride, and fear;
If we were things born
Not to shed a tear,
I know not how thy joy we ever should come near.

Better than all measures
Of delightful sound,
Better than all treasures
That in books are found,
Thy skill to poet were, thou scorner of the ground!

Teach me half the gladness
That thy brain must know,
Such harmonious madness
From my lips would flow
The world should listen then, as I am listening now.",Hope&Joy
"I feel so pretty
When my ĥair flow with the wind 
When i paint my lips 
A little more like cherries 
When I dress as the characters 
Resembling the books
And look at the world 
And tighten my hold on the hooks

Sometimes I wanna pretend to be 
Free , fearlesss and beautiful 
Sometimes I wanna gallop along the valleys
And watch the sun drown in all it's glory giving way to the glowy moon
Sometimes I wanna write , write and keep writing till my wrist hurts 
Sometimes I wanna take my guitar and sing to this hopeless world...
Sometimes I wanna scratch at the shadows 
People hide in 
and make them see the light.....
Sometimes I wanna never give up and with all my strenghth ...
I just wanna fight...
Myself , you , them and everything that keeps these sometimes away from me..
It really doesn't have to be like this..
Birth, fight, loose and death..
Is that really it?",Philosophical & Reflective
"The town didn’t shrink —
I just outgrew the angles.
The same red stoplight,
the same dog asleep by the gate.
Only the silence has multiplied,
echoing where our noise once lived.
I walk home barefoot through dust
and remember believing
we’d never leave.",Nostalgia
"Let us tunnel
Through the rubble,

Through the thrum.
Let us rut through the sum

Of who we were,
Or are,

Or will be in the years to come:
A couple

Of someones
Who used to be in love.

Used to be in love.
Ho. Hum.

These days: Seem to be in hate.
Gypsum, marble, pyrite, slate.

See here. A pit of snakes.
Look there. The rock of your rages.

And I’m in a cable-cage, slinking down your shaft.
You fondle that hefty What if. . . ? as if

To hurl it. All the other holes
Are blatant hells.

A dragline scrapes our fossicked floor.
I am the ether. You are the ore.

This is the war that nobody won.
Like afterdamp collapsing a lung.

You take to swinging a pickaxe.
I take back my vamping kinks

And the pavement beneath us sinks.
This stinks. Think: In-situ leaching

But with leeches, louses,
Lampreys. Oh Spouse,

Your hard hat leaks a surfeit
Of lamp rays that’s wasted sub-surface.

A night so pitch it’s perfectly black.
A sapphire scarred by a scratch.

Sickness, health, abundance, lack.
The salt in my wound. The shirt off your back.

So our bloodcup runs empty of urge.
The metallurgy

We’re made of demands its dirge.
Our burrows diverge.

Our passages split.
Copper, silver, gravel, grit.

Am I—perhaps—alluvial?
Un-live-with-able?

A bit too simple or silty?
Only gold really ought be gilty.

And you are as cold as coal.
I am your dole, your lode,

Your carbon-flawed diamond.
All told: We drilled and hit demons.

Granite, though, is good for graves.
Granted, a mine isn’t quite a cave.

What isn’t mine, I cannot give.",Romantic
"A new message 
Lits up my phone 
Its her again ..
Bombarding me with stupid questions...
She likes to think we are friends
And I like to feed into that cluless fire..
It will rain soon anyways ..
Just a matter of time..

She tells me she has something important to say 
Asks can she call and convey?
I said okay..
Unbothered and unswayed..
She tells me she likes me 
Says it's been half of the year..
She amuses me honestly 
So brave and foolish at the same time..
I tell her a crafted no 
Hoping I don't crush her hope
Her hope for love 
Her hope for life 
Her hope for everything that's just a fake haze for me
But for her..
It seems like her dream 
I suggest her names..
Saying you would find someone far better than an ordinary me ..
But she doesn't even listen let alone 
Jotting them down into her diary..
I wish I was someone greater and better 
But m just me 
And that's what she doesn't know ..
Or knows maybe...
Anyways I turn her down 
Fading away the fire in her eyes..
I hope she keeps going on 
And the story of her fabrications dies.",Misery
"Your laughter is a sudden, summer shower,
That breaks the heat within a single hour.
It washes over all my doubts and fears,
The sweetest music I have heard in years.
So laugh again, and let the sound cascade,
For in that joy, my own happiness is made.",Romantic
"She left her country far behind,
With one small suitcase and a dream,
She didn't know what she would find,
But nothing's ever as it seems.
The language wrapped around her tongue
Like stones she couldn't swallow down,
The words came out completely wrong,
She felt she'd never leave her frown.
The food tasted strange and bland,
The weather was too cold or hot,
She couldn't make them understand
The person that she was, was not
The person that they seemed to see,
Lost in translation, lost in space,
But still she held her dignity,
And kept hope written on her face.
She found a job, she found a room,
She found a neighbor who was kind,
Who'd also crossed an ocean's gloom,
And left her other life behind.
They shared their meals and shared their stories,
They laughed at misunderstandings,
They spoke of sorrows and past glories,
Of old homes and new landings.
And slowly, slowly, roots went down,
Into this foreign soil and air,
She learned to navigate the town,
She learned this place could also care.
Her children grew up strong and tall,
Speaking both her tongue and this,
Belonging to both, and yet to all,
A bridge between what was and is.
And when she thinks back on those days,
When everything felt hard and new,
She sees that hope found many ways
To whisper, ""You will make it through.""
Now she's the one who helps the others,
Who've just arrived with suitcase small,
She welcomes them like sisters, brothers,
She tells them: you will not fall.
For joy is found in starting over,
In courage to begin again,
In crossing seas to distant shores,
And finding home in foreign lands.",Hope&Joy
"What is the shape of silence, when it falls?
The quiet dust that settles on the walls.
The space between the ticking of a clock,
The patient stillness of a weathered rock.
It is not empty, it is not a void,
A secret language that we have enjoyed
And feared forever. When the noise is done,
The truth of what we are has just begun.",Philosophical & Reflective
